dates,SKU,price_per_sku,num_purchases,week_num,year,discount,fincode,ui1_code,ui2_code,ui3_code,vendor,brand_code,creation_date,expiration_date,week_num_expiration,year_expiration,week_num_creation,year_creation,margin
2018-11-09,98255,68.236,7,45,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018,13.647200000000002
2018-11-10,10334,95.62,10,45,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,14.343000000000004
2018-11-10,11050,104.928,9,45,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,17.488000000000003
2018-11-10,17812,73.544,4,45,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,18.386
2018-11-10,57561,95.928,9,45,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,15.988000000000001
2018-11-10,60870,113.004,8,45,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,20.7174
2018-11-10,68211,163.62,12,45,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,19.089000000000002
2018-11-10,72784,129.54399999999998,8,45,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,23.74973333333333
2018-11-10,78833,314.865,1,45,2018,1.0,FE,FE1,FE100,FE10000,UH2WWF,3FAIRJ4W,2018-09-05,2200-01-01 00:00:00,1,2200,36,2018,94.4595
2018-11-10,80308,115.004,8,45,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,21.08406666666667
2018-11-10,84395,134.62,11,45,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,17.94933333333334
2018-11-10,89272,119.62,9,45,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,19.93666666666667
2018-11-11,11050,104.928,9,45,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,17.488000000000003
2018-11-11,60870,113.004,8,45,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,20.7174
2018-11-11,68211,163.62,11,45,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,21.816000000000006
2018-11-11,72784,129.54399999999998,8,45,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,23.74973333333333
2018-11-11,80308,115.004,7,45,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,23.0008
2018-11-11,84395,134.62,12,45,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,15.70566666666667
2018-11-11,98255,68.236,7,45,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018,13.647200000000002
2018-11-12,11050,105.04,10,46,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,15.756000000000004
2018-11-12,17812,72.41,5,46,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,16.895666666666667
2018-11-12,38767,68.67,9,46,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,11.445000000000002
2018-11-12,68211,162.465,12,46,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,18.954250000000002
2018-11-12,72784,128.41,8,46,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,23.541833333333333
2018-11-12,80308,115.41,8,46,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,21.1585
2018-11-12,84395,134.095,10,46,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.114250000000002
2018-11-13,10334,96.355,10,46,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,14.453250000000002
2018-11-13,11050,105.04,10,46,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,15.756000000000004
2018-11-13,38767,68.67,9,46,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,11.445000000000002
2018-11-13,57561,95.095,9,46,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,15.849166666666669
2018-11-13,68211,162.465,11,46,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,21.662000000000006
2018-11-13,72784,128.41,7,46,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,25.682000000000002
2018-11-13,78833,318.03000000000003,1,46,2018,1.0,FE,FE1,FE100,FE10000,UH2WWF,3FAIRJ4W,2018-09-05,2200-01-01 00:00:00,1,2200,36,2018,95.409
2018-11-13,80308,115.41,9,46,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,19.235000000000003
2018-11-13,84395,134.095,10,46,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.114250000000002
2018-11-13,90611,89.67,6,46,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,19.4285
2018-11-13,98255,67.41,9,46,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018,11.235000000000001
2018-11-14,10334,96.355,10,46,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,14.453250000000002
2018-11-14,38767,68.67,11,46,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,9.156000000000002
2018-11-14,57561,95.095,8,46,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,17.434083333333334
2018-11-14,60870,113.41,7,46,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,22.682000000000002
2018-11-14,72784,128.41,7,46,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,25.682000000000002
2018-11-14,78833,318.78000000000003,2,46,2018,1.0,FE,FE1,FE100,FE10000,UH2WWF,3FAIRJ4W,2018-09-05,2200-01-01 00:00:00,1,2200,36,2018,90.32100000000001
2018-11-14,84395,134.095,10,46,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.114250000000002
2018-11-14,90611,89.67,5,46,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,20.923000000000002
2018-11-14,98255,67.41,7,46,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018,13.482
2018-11-15,17812,72.41,4,46,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,18.1025
2018-11-15,57561,95.095,8,46,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,17.434083333333334
2018-11-15,60870,113.41,8,46,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,20.791833333333333
2018-11-15,72784,128.41,7,46,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,25.682000000000002
2018-11-15,78833,320.265,1,46,2018,1.0,FE,FE1,FE100,FE10000,UH2WWF,3FAIRJ4W,2018-09-05,2200-01-01 00:00:00,1,2200,36,2018,96.0795
2018-11-15,80308,115.41,9,46,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,19.235000000000003
2018-11-15,84395,134.095,10,46,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.114250000000002
2018-11-15,98255,67.41,8,46,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018,12.358500000000001
2018-11-16,10334,96.355,12,46,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,11.24141666666667
2018-11-16,11050,105.04,10,46,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,15.756000000000004
2018-11-16,17812,72.41,4,46,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,18.1025
2018-11-16,38767,68.67,10,46,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,10.300500000000001
2018-11-16,57561,95.095,8,46,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,17.434083333333334
2018-11-16,60870,113.41,7,46,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,22.682000000000002
2018-11-16,84395,134.095,11,46,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,17.879333333333335
2018-11-16,89272,119.725,7,46,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,23.945
2018-11-17,10334,96.355,12,46,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,11.24141666666667
2018-11-17,11050,105.04,11,46,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,14.005333333333336
2018-11-17,17812,72.41,6,46,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,15.688833333333333
2018-11-17,38767,68.67,11,46,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,9.156000000000002
2018-11-17,54404,80.095,11,46,2018,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,10.679333333333336
2018-11-17,57561,95.095,8,46,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,17.434083333333334
2018-11-17,60870,113.41,7,46,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,22.682000000000002
2018-11-17,72784,128.41,8,46,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,23.541833333333333
2018-11-17,80308,115.41,7,46,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,23.082
2018-11-17,84395,134.095,10,46,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.114250000000002
2018-11-17,89272,119.725,8,46,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,21.949583333333333
2018-11-17,98255,67.41,8,46,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018,12.358500000000001
2018-11-18,10334,96.355,11,46,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,12.847333333333337
2018-11-18,54404,80.095,12,46,2018,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,9.344416666666667
2018-11-18,57561,95.095,9,46,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,15.849166666666669
2018-11-18,60870,113.41,7,46,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,22.682000000000002
2018-11-18,68211,162.465,12,46,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,18.954250000000002
2018-11-18,72784,128.41,8,46,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,23.541833333333333
2018-11-18,80308,115.41,7,46,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,23.082
2018-11-18,89272,119.725,8,46,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,21.949583333333333
2018-11-18,90611,89.67,5,46,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,20.923000000000002
2018-11-19,10334,94.864,10,47,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,14.229600000000003
2018-11-19,38767,66.542,9,47,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,11.090333333333335
2018-11-19,54404,81.796,10,47,2018,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,12.269400000000003
2018-11-19,68211,163.83,11,47,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,21.844000000000005
2018-11-19,72784,129.15200000000002,9,47,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,21.52533333333334
2018-11-19,80308,115.83,7,47,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,23.166
2018-11-19,84395,134.186,10,47,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.127900000000004
2018-11-19,89272,119.508,7,47,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,23.901600000000002
2018-11-19,90611,88.508,6,47,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,19.176733333333335
2018-11-20,10334,94.864,12,47,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,11.067466666666668
2018-11-20,11050,105.152,10,47,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,15.772800000000002
2018-11-20,17812,72.186,6,47,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,15.640300000000002
2018-11-20,32950,458.75,2,47,2018,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018,129.97916666666666
2018-11-20,54404,81.796,11,47,2018,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,10.906133333333337
2018-11-20,68211,163.83,13,47,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,16.383
2018-11-20,72784,129.15200000000002,7,47,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,25.830400000000004
2018-11-20,83329,83.152,10,47,2018,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,12.472800000000001
2018-11-20,84395,134.186,10,47,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.127900000000004
2018-11-20,90611,88.508,5,47,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,20.651866666666667
2018-11-21,10334,94.864,12,47,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,11.067466666666668
2018-11-21,11050,105.152,10,47,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,15.772800000000002
2018-11-21,32950,455.8250000000001,1,47,2018,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018,136.74750000000003
2018-11-21,54404,81.796,10,47,2018,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,12.269400000000003
2018-11-21,57561,94.542,10,47,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,14.181300000000002
2018-11-21,60870,113.186,7,47,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,22.637200000000004
2018-11-21,68211,163.83,11,47,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,21.844000000000005
2018-11-21,80308,115.83,7,47,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,23.166
2018-11-21,83329,83.152,10,47,2018,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,12.472800000000001
2018-11-21,84395,134.186,11,47,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,17.89146666666667
2018-11-21,89272,119.508,9,47,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,19.918000000000003
2018-11-21,90611,88.508,5,47,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,20.651866666666667
2018-11-21,98255,67.186,8,47,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018,12.317433333333335
2018-11-22,10334,94.864,10,47,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,14.229600000000003
2018-11-22,17812,72.186,6,47,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,15.640300000000002
2018-11-22,32950,458.35,2,47,2018,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018,129.86583333333334
2018-11-22,60870,113.186,8,47,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,20.75076666666667
2018-11-22,68211,163.83,11,47,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,21.844000000000005
2018-11-22,72784,129.15200000000002,8,47,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,23.67786666666667
2018-11-22,80308,115.83,7,47,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,23.166
2018-11-22,83329,83.152,12,47,2018,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,9.701066666666668
2018-11-22,84395,134.186,10,47,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.127900000000004
2018-11-22,89272,119.508,7,47,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,23.901600000000002
2018-11-22,98255,67.186,8,47,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018,12.317433333333335
2018-11-23,10334,94.864,10,47,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,14.229600000000003
2018-11-23,11050,105.152,9,47,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018,17.525333333333336
2018-11-23,17812,72.186,4,47,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,18.0465
2018-11-23,38767,66.542,9,47,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,11.090333333333335
2018-11-23,54404,81.796,11,47,2018,1.0,15,151,15100,1510003,SHL570,WKXRWTP7,2018-11-17,2200-01-01 00:00:00,1,2200,46,2018,10.906133333333337
2018-11-23,57561,94.542,8,47,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,17.332700000000003
2018-11-23,60870,113.186,9,47,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,18.864333333333338
2018-11-23,68211,163.83,11,47,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,21.844000000000005
2018-11-23,72784,129.15200000000002,9,47,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,21.52533333333334
2018-11-23,78833,309.015,1,47,2018,1.0,FE,FE1,FE100,FE10000,UH2WWF,3FAIRJ4W,2018-09-05,2200-01-01 00:00:00,1,2200,36,2018,92.7045
2018-11-23,80308,115.83,7,47,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,23.166
2018-11-24,10334,94.864,10,47,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,14.229600000000003
2018-11-24,17812,72.186,4,47,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-09-21,2200-01-01 00:00:00,1,2200,38,2018,18.0465
2018-11-24,32950,456.375,2,47,2018,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018,129.30625
2018-11-24,38767,66.542,10,47,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,9.981300000000001
2018-11-24,57561,94.542,8,47,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018,17.332700000000003
2018-11-24,68211,163.83,11,47,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,21.844000000000005
2018-11-24,72784,129.15200000000002,8,47,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,23.67786666666667
2018-11-24,80308,115.83,8,47,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,21.235500000000002
2018-11-24,83329,83.152,10,47,2018,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,12.472800000000001
2018-11-24,84395,134.186,10,47,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018,20.127900000000004
2018-11-24,89272,119.508,7,47,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018,23.901600000000002
2018-11-24,90611,88.508,5,47,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018,20.651866666666667
2018-11-24,98255,67.186,8,47,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018,12.317433333333335
2018-11-25,10334,94.864,12,47,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018,11.067466666666668
2018-11-25,38767,66.542,11,47,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018,8.872266666666668
2018-11-25,60870,113.186,7,47,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018,22.637200000000004
2018-11-25,68211,163.83,13,47,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018,16.383
2018-11-25,72784,129.15200000000002,7,47,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018,25.830400000000004
2018-11-25,80308,115.83,7,47,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018,23.166
2018-11-25,83329,83.152,12,47,2018,1.0,15,151,15100,1510002,VWHZMG,79VL731U,2018-11-20,2200-01-01 00:00:00,1,2200,47,2018,9.701066666666668
