dates,SKU,price_per_sku,num_purchases,week_num,year,discount,fincode,ui1_code,ui2_code,ui3_code,vendor,brand_code,creation_date,expiration_date,week_num_expiration,year_expiration,week_num_creation,year_creation
2018-07-30,89272,117.73,9,31,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018
2018-07-31,38767,65.94,9,31,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-07-31,89272,117.73,7,31,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018
2018-07-31,84395,133.78,11,31,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-07-31,10334,94.99,12,31,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-07-31,57561,93.52,9,31,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018
2018-07-31,98255,65.94,8,31,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-07-31,80308,113.94,7,31,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-07-31,90611,86.52,7,31,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-01,38767,65.94,10,31,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-01,80308,113.94,7,31,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-01,10334,94.99,10,31,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-01,90611,86.52,5,31,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-01,11050,103.36,10,31,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-02,10334,94.99,10,31,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-02,98255,65.94,7,31,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-02,32950,434.775,1,31,2018,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018
2018-08-02,60870,111.94,7,31,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-02,68211,162.57,12,31,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-02,84395,133.78,12,31,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-02,57561,93.52,9,31,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018
2018-08-02,80308,113.94,8,31,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-03,10334,94.99,12,31,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-03,11050,103.36,9,31,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-03,72784,126.73,8,31,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018
2018-08-03,68211,162.57,11,31,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-03,60870,111.94,8,31,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-03,84395,133.78,11,31,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-03,90611,86.52,6,31,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-03,38767,65.94,9,31,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-04,84395,133.78,10,31,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-04,60870,111.94,7,31,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-04,11050,103.36,9,31,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-04,98255,65.94,9,31,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-04,57561,93.52,10,31,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018
2018-08-04,90611,86.52,5,31,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-04,89272,117.73,7,31,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018
2018-08-05,38767,65.94,9,31,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-05,11050,103.36,11,31,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-05,68211,162.57,13,31,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-05,98255,65.94,8,31,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-05,10334,94.99,11,31,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-05,57561,93.52,8,31,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018
2018-08-05,84395,133.78,10,31,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-05,60870,111.94,7,31,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-05,80308,113.94,7,31,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-06,89272,118.906,7,32,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018
2018-08-06,80308,113.604,7,32,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-06,60870,111.387,7,32,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-06,98255,65.821,7,32,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-06,11050,102.604,10,32,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-06,72784,126.17,8,32,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018
2018-08-06,84395,132.60399999999998,10,32,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-06,68211,161.60399999999996,12,32,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-06,90611,87.038,5,32,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-07,60870,111.387,7,32,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-07,89272,118.906,8,32,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018
2018-08-07,84395,132.60399999999998,10,32,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-07,38767,66.038,11,32,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-07,90611,87.038,7,32,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-07,68211,161.60399999999996,12,32,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-07,98255,65.821,9,32,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-07,11050,102.604,11,32,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-08,10334,94.038,10,32,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-08,90611,87.038,5,32,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-08,72784,126.17,9,32,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018
2018-08-08,84395,132.60399999999998,10,32,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-08,68211,161.60399999999996,11,32,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-08,89272,118.906,7,32,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018
2018-08-09,80308,113.604,7,32,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-09,10334,94.038,10,32,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-09,11050,102.604,10,32,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-09,72784,126.17,8,32,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018
2018-08-09,57561,94.038,8,32,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018
2018-08-09,68211,161.60399999999996,11,32,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-09,60870,111.387,7,32,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-09,38767,66.038,9,32,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-09,89272,118.906,8,32,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018
2018-08-09,32950,441.975,1,32,2018,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018
2018-08-09,90611,87.038,5,32,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-09,98255,65.821,7,32,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-10,80308,113.604,7,32,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-10,84395,132.60399999999998,10,32,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-10,10334,94.038,10,32,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-10,90611,87.038,6,32,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-10,98255,65.821,8,32,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-10,32950,460.675,1,32,2018,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018
2018-08-11,57561,94.038,9,32,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018
2018-08-11,68211,161.60399999999996,12,32,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-11,10334,94.038,10,32,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-11,98255,65.821,7,32,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-11,11050,102.604,9,32,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-11,72784,126.17,7,32,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018
2018-08-11,60870,111.387,7,32,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-11,80308,113.604,8,32,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-11,84395,132.60399999999998,10,32,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-11,38767,66.038,9,32,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-12,68211,161.60399999999996,12,32,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-12,11050,102.604,10,32,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-12,80308,113.604,7,32,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-12,89272,118.906,9,32,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018
2018-08-12,72784,126.17,8,32,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018
2018-08-12,10334,94.038,10,32,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-12,60870,111.387,8,32,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-12,90611,87.038,5,32,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-12,38767,66.038,9,32,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-12,98255,65.821,7,32,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-13,60870,112.36,7,33,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-13,84395,132.688,12,33,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-13,80308,114.36,8,33,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-13,98255,66.36,7,33,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-13,72784,126.912,7,33,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018
2018-08-13,11050,103.36,9,33,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-13,38767,65.91199999999999,9,33,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-14,90611,87.36,6,33,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-14,89272,118.36,7,33,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018
2018-08-14,10334,93.912,10,33,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-14,32950,474.15,1,33,2018,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018
2018-08-14,68211,162.584,11,33,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-14,11050,103.36,9,33,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-15,11050,103.36,9,33,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-15,57561,93.464,10,33,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018
2018-08-15,84395,132.688,10,33,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-15,72784,126.912,7,33,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018
2018-08-15,98255,66.36,9,33,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-15,38767,65.91199999999999,11,33,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-15,68211,162.584,12,33,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-15,60870,112.36,8,33,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-15,80308,114.36,7,33,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-15,90611,87.36,5,33,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-15,89272,118.36,7,33,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018
2018-08-16,11050,103.36,10,33,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-16,84395,132.688,10,33,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-16,98255,66.36,8,33,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-16,38767,65.91199999999999,10,33,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-16,10334,93.912,11,33,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-16,90611,87.36,6,33,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-16,68211,162.584,12,33,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-16,60870,112.36,7,33,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-16,80308,114.36,9,33,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-17,60870,112.36,7,33,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-17,11050,103.36,9,33,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-17,57561,93.464,10,33,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018
2018-08-17,90611,87.36,6,33,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-17,68211,162.584,11,33,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-17,10334,93.912,10,33,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-17,32950,464.9,2,33,2018,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018
2018-08-17,84395,132.688,10,33,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-17,80308,114.36,7,33,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-17,98255,66.36,7,33,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-18,90611,87.36,5,33,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-18,84395,132.688,11,33,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-18,80308,114.36,7,33,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-18,98255,66.36,8,33,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
2018-08-18,10334,93.912,10,33,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-18,68211,162.584,13,33,2018,1.0,15,151,15100,1510002,4O4WSH,79VL731U,2018-03-06,2019-03-03 00:00:00,9,2019,10,2018
2018-08-18,72784,126.912,7,33,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018
2018-08-18,38767,65.91199999999999,9,33,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-18,57561,93.464,10,33,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018
2018-08-18,32950,464.775,1,33,2018,1.0,FE,FE1,FE100,FE10000,AO59EQ,3FAIRJ4W,2018-01-15,2200-01-01 00:00:00,1,2200,3,2018
2018-08-18,11050,103.36,10,33,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-19,72784,126.912,9,33,2018,1.0,15,151,15100,1510002,AWD3XQ,79VL731U,2018-01-23,2200-01-01 00:00:00,1,2200,4,2018
2018-08-19,80308,114.36,7,33,2018,1.0,15,151,15100,1510003,7I77VL,WKXRWTP7,2018-07-16,2200-01-01 00:00:00,1,2200,29,2018
2018-08-19,10334,93.912,10,33,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-04-19,2200-01-01 00:00:00,1,2200,16,2018
2018-08-19,89272,118.36,8,33,2018,1.0,15,151,15100,1510003,UH2WWF,WKXRWTP7,2018-04-14,2200-01-01 00:00:00,1,2200,15,2018
2018-08-19,57561,93.464,8,33,2018,1.0,15,151,15100,1510002,SHL570,79VL731U,2018-02-10,2019-10-28 00:00:00,44,2019,6,2018
2018-08-19,11050,103.36,9,33,2018,1.0,15,151,15100,1510003,CHQKSO,WKXRWTP7,2018-04-21,2200-01-01 00:00:00,1,2200,16,2018
2018-08-19,38767,65.91199999999999,9,33,2018,1.0,15,151,15100,1510002,4HJSP5,79VL731U,2018-02-08,2200-01-01 00:00:00,1,2200,6,2018
2018-08-19,60870,112.36,7,33,2018,1.0,15,151,15100,1510003,UEYMBB,WKXRWTP7,2018-01-17,2019-04-02 00:00:00,14,2019,3,2018
2018-08-19,90611,87.36,5,33,2018,1.0,15,151,15100,1510002,FI3ASO,79VL731U,2018-03-02,2200-01-01 00:00:00,1,2200,9,2018
2018-08-19,84395,132.688,11,33,2018,1.0,15,151,15100,1510003,GVL335,WKXRWTP7,2018-04-12,2200-01-01 00:00:00,1,2200,15,2018
2018-08-19,98255,66.36,7,33,2018,1.0,15,151,15100,1510002,BLW9FG,79VL731U,2018-07-27,2018-12-26 00:00:00,52,2018,30,2018
